id,title,description,date,dev_id,pub_id,metascore,age_rating,agency
1025600,Battle Realms: Zen Edition,Battle Realms is a fantasy real-time strategy game inspired by the stories told in Kung Fu movies and oriental mythology. Develop your tiny peasant village into a highly trained and deadly efficient clan of warriors who are ready to die with your name on their lips.,"3 Dec, 2019",183,183,82,12,PEGI
102600,Orcs Must Die!,"Slice them, burn them, skewer them, and launch them - no matter how you get it done, orcs must die in this fantasy action-strategy game from Robot Entertainment. As a powerful War Mage with dozens of deadly weapons, spells, and traps at your fingertips, defend twenty-four fortresses from a rampaging mob of beastly enemies, including...","11 Oct, 2011",184,184,83,12,PEGI
1026400,TAMASHII,"An ancient entity seeking help, a Witch, an unnamed soul and a Twisted Temple. A dark tale about inner discoveries set in a distorted and perverted world.","5 Mar, 2019",185,186,N/A,,
1026420,WARSAW,WARSAW is a challenging turn-based tactical RPG set in an occupied capital during WWII. Pick your heroes. Select salvaged arms. Navigate historic streets. Stand up to occupying forces. And try to survive the 63 days of hell in this historically accurate portrayal of Poles fighting for their city.,"2 Oct, 2019",187,187,62,,
1026680,FINAL FANTASY VIII - REMASTERED,"The mega-hit RPG, FINAL FANTASY VIII returns! This Steam® version features new graphical enhancements and a whole host of options to customise your gameplay experience.","3 Sep, 2019",124,124,N/A,16,PEGI
1026740,Fernbus Simulator - MAN Lion's Intercity,,Oct 2019,188,188,N/A,3,PEGI
1026750,Tourist Bus Simulator - MAN Lion's Intercity,,Oct 2019,188,188,N/A,3,PEGI
1026970,SpaceEngine PRO,,"11 Jun, 2019",189,-1,N/A,,
10270,Disciples III: Reincarnation,"A true reincarnation of the legendary series!The Almighty has turned away from Nevendaar and its denizens. He is busy thinking about the fate of the world. Above Nevendaar, rent by perpetual wars, a new star flashed out. What will it bring with it? Who will claim its great power? Immerse in the struggle of four powerful races!","14 Feb, 2014",160,190,N/A,,
1027820,Hand Simulator: Horror,"Fear clouds the mind. Fear paralyzes the body. If your hands are shaking with fear, you will remain in this hell forever.","21 Dec, 2020",191,191,N/A,,
1027880,A Dance of Fire and Ice - Official Soundtrack,,"6 Feb, 2019",192,193,N/A,,
1028270,theHunter: Call of the Wild™ - Weapon Pack 2,,"28 Feb, 2019",194,194,N/A,16,PEGI
102840,Shank 2,"The fan-favorite 2D brawler is back as ex-mob hit man Shank returns to action in Shank 2. With those closest to him under attack, Shank is once again forced on the offensive. Now he must put his trusty arsenal of handguns, shotguns, automatic weapons, chainsaws, machetes, grenades, plus all-new weaponry and moves to use in order to...","7 Feb, 2012",195,195,72,18,PEGI
1028430,Jurassic World Evolution: Claire's Sanctuary,,"18 Jun, 2019",196,196,N/A,16,PEGI
1028630,Cricket 19,"A truly global cricket simulation from Big Ant Studios, the leading name in authentic, realistic cricket action, Cricket 19 allows you to take control of your team, from club through national level, and lead them to T20, ODI, or Test Match glory.","30 Jul, 2019",197,197,N/A,3,PEGI
1028840,Super Toy Cars 2,"Super Toy Cars 2 is a fast paced arcade racing game where you control miniature cars that speed across amazing tracks made of supersized everyday objects. Race, fight, crash, jump, play with the objects around the track, alone or with friends. Provoke mayhem with your little toy car!","26 Sep, 2019",198,198,N/A,,
1028890,"Warhammer 40,000: Inquisitor - Martyr - Maelstrom of Carnage",,"21 Mar, 2019",199,199,N/A,,
1028892,"Warhammer 40,000: Inquisitor - Martyr - Hollow Bliss",,"11 Jul, 2019",199,199,N/A,,
1028894,"Warhammer 40,000: Inquisitor - Martyr - Desperate Crusade",,"18 Apr, 2019",199,199,N/A,,
1029210,30XX,"Jump, shoot, and slash your way through 30XX, the roguelike action platformer you can play with a friend! Explore lush, ever-changing worlds that mix precise platforming with fevered combat. Destroy fearsome Guardians. Master unique Powers. Rediscover the thousand years we've lost.","17 Feb, 2021",200,200,N/A,,
1029630,Power & Revolution 2019 Edition,"The new evolution of Geopolitical Simulator 4, the hyperrealistic simulator of today's world! In Power & Revolution 2019 Edition, play as the Head of State and extend your influence around the globe. By playing as several countries, try to change the destiny of our planet with orchestrated actions.","12 Mar, 2019",201,201,N/A,,
1029780,Going Medieval,"Stake your claim in this colony building sim and survive a turbulent Medieval age. Construct a multi-storey fortress in a land reclaimed by wilderness, defend against raids, and keep your villagers happy as their lives are shaped by the world around them.","1 Jun, 2021",202,203,N/A,,
1029870,Unsung Heroes: The Golden Mask,Unearth the fascinating story of Xi Niu together with three young archaeologists,"28 Jan, 2020",204,39,N/A,3,PEGI
1029890,Layers of Fear 2,"Layers of Fear 2 is a first-person psychological horror game with an emphasis on exploration and story. Players control a Hollywood actor who heeds the call of an enigmatic director to take on the lead role in a film shot aboard an ocean liner. Beware, for all may not truly be what it seems.","28 May, 2019",205,206,70,,
1030060,Seed of Life,"Seed of Life is an epic adventure game about the persistence of life. You're Cora, the last known survivor of Lumia, a dying planet. Your only hope to save your homeworld is to activate the Seed of Life and rekindle the sun once again. Will you be the light that conquers the darkness?","11 Aug, 2021",207,208,N/A,,
1030210,Torchlight III,"In Torchlight III, Novastraia is again under threat of invasion and it’s up to you to defend against the Netherim and its allies. Gather your wits and brave the frontier to find fame, glory, and new adventures!","13 Oct, 2020",209,210,N/A,,
1030310,Table of Tales: The Crooked Crown,Table of Tales: The Crooked Crown is a role playing adventure that brings tabletop gaming to life in virtual reality! Also includes a new non-VR mode for players without VR hardware. Join a band of scoundrels in this unique sea-faring tabletop RPG adventure!,"14 Sep, 2021",211,211,N/A,,
1030830,Mafia II: Definitive Edition,"War hero Vito Scaletta becomes entangled with the mob in hopes of paying his father’s debts. Vito works to prove himself, climbing the family ladder with crimes of larger reward and consequence.","19 May, 2020",212,105,N/A,18,PEGI
1030840,Mafia: Definitive Edition,"An inadvertent brush with the mob thrusts cabdriver Tommy Angelo into the world of organized crime. Initially uneasy about falling in with the Salieri family, the rewards become too big to ignore.","24 Sep, 2020",212,105,N/A,18,PEGI
1031440,TOKYO CHRONOS,"TOKYO CHRONOS is the VR game that has multiple-choice decision points as well as more than one ending. It has a long story you've never experienced before with VR. The game takes place in Shibuya, Tokyo, which has only eight people, including you, the protagonist, Kyosuke Sakurai. Why are they there?","19 Mar, 2019",213,214,N/A,,
1031480,TouHou Makuka Sai ~ Fantastic Danmaku Festival Part II,"Touhou Makuka Sai ~ Fantastic Danmaku Festival part II is a danmaku shooting game, which is the second part of Touhou Makuka Sai. The repeat of incident is coming again. Can the girls going to the netherworld solve the mystery?","18 Mar, 2019",215,215,N/A,,
1032370,Battlefleet Gothic: Armada 2 - Chaos Campaign Expansion,,"24 Jun, 2019",216,111,N/A,,
1032430,Blood Trail,"You are Wendigo. A hard-hearted contract killer tasked with annihilating a fanatical cult. With your trusted arsenal at the ready, experience what has been called ""The most violent game in VR"". EARLY ACCESS includes RAID, ARENA and SANDBOX modes with a story campaign and much more on the way.","27 Mar, 2019",217,217,N/A,,
1032590,Heaven Dust,"When you awake, you find yourself in a mansion, where was the secret research center, is now a maze full of horrible zombies and deadly traps. You'll have to escape by overcoming your fears, collecting items, solving innovative puzzles and revealing the cruel truth.","26 Feb, 2020",218,193,N/A,,
1032670,FOCUS on YOU,"The love at first sight, came like a sunny summer day. Meet YUA and make your own sparkling moments.","5 Jul, 2019",219,219,N/A,3,PEGI
1033000,Shoot The Zombirds VR,"Shoot The Zombirds VR is a gallery shooter starring undead birds, pumpkins and a crossbow. Excellent shooting fun for all skill levels.","28 Oct, 2021",220,220,N/A,,
1033060,Warhammer: Vermintide 2 - Winds of Magic,,"13 Aug, 2019",221,221,67,,
1033420,9-nine-:Episode 2,It's Sora and Kakeru's time to shine when the action heats up in 9-nine-: Episode 2. Can they take down the murderer before it's too late for them both?,"16 Aug, 2019",222,214,N/A,,
1033450,Treasure chest Corps-結界を維持するため、魔物を退治した,"""Treasure Chest Corps - Fight Demons to Restore the Barrier"" is a 2D action game, you can choose one of three weapons to use in combat. At the same time, you have three reliable teammates to help you overcome the difficulties. Completely random equipment system, to create a unique role.","1 Jun, 2019",223,223,N/A,,
1033530,Forts - Moonshot,,"18 Jun, 2019",224,-1,N/A,,
1033890,Kingdom Come: Deliverance – A Woman's Lot,,"28 May, 2019",225,225,78,18,PEGI
1033950,Lamentum,"Lamentum is a pixel art survival horror game, set in New England in the mid-nineteenth century.","27 Aug, 2021",226,70,N/A,,
1034540,Lorenzo il Magnifico,"Florence, the cradle of Italian Renaissance. The city is experiencing an unprecedented economic and cultural flourishing: will your family prevail and control the city?","5 Oct, 2020",227,228,N/A,11,PEGI
1034720,GreedFall - Adventurer’s Gear DLC,,"9 Sep, 2019",229,111,N/A,,
1034750,The Flower Collectors,"Barcelona, 1977. An ex-cop in a wheelchair witnesses a murder, and teams up with a young ambitious journalist to bring the truth to light. With camera, binoculars and transmitter in hand, uncover the town’s secrets from your balcony in this soul-searching detective mystery.","21 Apr, 2020",230,230,N/A,,
1034850,Best Friend Forever,"Pat the dogs... and then their owners. Step into the world of Rainbow Bay in Best Friend Forever, a dating sim-meets-dog care sim where you pat, pamper and train your pup while you search for your own forever friend.","27 Aug, 2020",231,232,N/A,,
1034860,GRANDIA HD Remaster,GRANDIA HD Remaster brings enhanced visuals to both gameplay and cinematic videos.,"15 Oct, 2019",233,234,N/A,12,PEGI
1034900,Blaster Master Zero,"Mutant scum never learn! Blaster Master Zero makes its Steam debut! Blaster Master Zero is a 8-bit style top-down & sideview 2D action-adventure game that hearkens back to the golden age of the NES. The game features new gameplay elements such as improved gameplay, and a more robust scenario.","14 Jun, 2019",235,235,N/A,,
1034910,Blaster Master Zero 2,"Join Jason, Eve, and Fred on an intergalactic journey! The side-scrolling/top-down hybrid action adventure title ""Blaster Master Zero"" returns with its long-awaited sequel! Experience the yet-untold story of Jason and Eve after defeating Earth's mutant scourge in ""Blaster Master Zero"".","29 Nov, 2019",235,235,N/A,,
1035020,Two Point Hospital: Retro Items Pack,,"29 Aug, 2019",21,22,N/A,3,PEGI
1035510,Ultimate Zombie Defense,"Team up or face it alone in this top down zombie slaying defense adventure! Featuring up to 4 player online co-op, cleanse the infected wave by wave and upgrade your base with traps & defenses to build the Ultimate Zombie Defense. Can YOU stop them?","8 Dec, 2020",236,236,N/A,,
1035560,Struggling,Struggling is a physics-based co-op platformer with a twisted spin on teamwork. Control the arms of a squishy abomination and lead it through a deranged world.,"27 Aug, 2020",237,238,65,12,PEGI
1036116,Dusk Diver-Welcome Summer! swimsuits PACK,,"23 Oct, 2019",239,-1,N/A,12,PEGI
1036117,Dusk Diver-Stage costumes PACK,,"23 Oct, 2019",239,-1,N/A,12,PEGI
1036740,METAL DOGS,"Set in a world after the destruction of humankind, the harsh battle of the combat dog ""Pochi"" begins. Explore dungeons that change every time you enter, get a wide variety of weapons, and power up your dog! Hunt the evil ""WANTED""! Enjoy exhilarating battles casually in this roguelite action game.","24 Aug, 2021",240,240,N/A,,
